ｶｽﾃﾙ･ﾃﾞﾙ･ﾓﾝﾃ[改壱]	槌	7	平山	1.18	1.21	1.24	3.63
松江城	槍	6	平山水	1.17	1.20	1.11	3.48
松江城[改壱]	槍	7	平山水	1.21	1.27	1.15	3.63
[夏]犬山城	大砲	6	平山	1.20	1.21	1.07	3.48
[夏]犬山城[改壱]	大砲	7	平山	1.25	1.26	1.12	3.63
[夏]指月伏見城	鈴	6	平山	1.18	1.21	1.09	3.48
[夏]指月伏見城[改壱]	鈴	7	平山	1.23	1.26	1.14	3.63
[夏]名古屋城	槌	6	平	1.23	1.19	1.06	3.48
[夏]名古屋城[改壱]	槌	7	平	1.27	1.26	1.10	3.63
高天神城	鉄砲	6	山	1.11	1.16	1.21	3.48
高天神城[改壱]	鉄砲	7	山	1.15	1.23	1.25	3.63
新田金山城	鈴	6	山	1.11	1.11	1.26	3.48
新田金山城[改壱]	鈴	7	山	1.15	1.18	1.30	3.63
柳生城	刀	5	山	1.02	1.15	1.19	3.36
柳生城[改壱]	刀	6	山	1.09	1.19	1.23	3.51
エディンバラ城	大砲	6	山	1.19	1.15	1.14	3.48
エディンバラ城[改壱]	大砲	7	山	1.23	1.19	1.21	3.63
ウィンザー城	刀	7	平山	1.19	1.24	1.17	3.60
ウィンザー城[改壱]	刀	8	平山	1.29	1.34	1.27	3.90
青葉城	鉄砲	6	平山	1.17	1.17	1.14	3.48
青葉城[改壱]	鉄砲	7	平山	1.22	1.22	1.19	3.63
銀杏城	槍	6	平山	1.14	1.15	1.19	3.48
銀杏城[改壱]	槍	7	平山	1.19	1.20	1.24	3.63
シノン城	盾	5	平山	1.10	1.20	1.06	3.36
シノン城[改壱]	盾	6	平山	1.17	1.24	1.10	3.51
ｱｲﾘｰﾝ･ﾄﾞﾅﾝ城	杖	4	水	1.10	1.04	1.10	3.24
ｱｲﾘｰﾝ･ﾄﾞﾅﾝ城[改壱]	杖	5	水	1.14	1.11	1.14	3.39
高遠城	法術	6	平山	1.13	1.14	1.21	3.48
高遠城[改壱]	法術	7	平山	1.20	1.18	1.25	3.63
長篠城	鉄砲	6	平	1.20	1.19	1.09	3.48
長篠城[改壱]	鉄砲	7	平	1.24	1.26	1.13	3.63
城塞都市ﾙｸｾﾝﾌﾞﾙｸ	鈴	6	平山	1.19	1.12	1.17	3.48
城塞都市ﾙｸｾﾝﾌﾞﾙｸ[改壱]	鈴	7	平山	1.26	1.16	1.21	3.63
城塞都市ｶﾙｶｿﾝﾇ	盾	7	平山	1.21	1.17	1.22	3.60
城塞都市ｶﾙｶｿﾝﾇ[改壱]	盾	8	平山	1.29	1.25	1.36	3.90
明石城	大砲	5	平山水	1.10	1.14	1.12	3.36
明石城[改壱]	大砲	6	平山水	1.15	1.19	1.17	3.51
柳之御所	弓	6	平	1.20	1.17	1.11	3.48
柳之御所[改壱]	弓	7	平	1.25	1.22	1.16	3.63
ｳﾞｧﾙﾄﾌﾞﾙｸ城	盾	6	山	1.17	1.17	1.14	3.48
ｳﾞｧﾙﾄﾌﾞﾙｸ城[改壱]	盾	7	山	1.24	1.21	1.18	3.63
大洲城	槌	5	平山水	1.12	1.12	1.12	3.36
大洲城[改壱]	槌	6	平山水	1.16	1.19	1.16	3.51
平遥古城	拳	5	平	1.15	1.12	1.09	3.36
平遥古城[改壱]	拳	6	平	1.22	1.16	1.13	3.51
ｼｪｰﾝﾌﾞﾙﾝ宮殿	歌舞	7	平山	1.19	1.18	1.23	3.60
ｼｪｰﾝﾌﾞﾙﾝ宮殿[改壱]	歌舞	8	平山	1.27	1.32	1.31	3.90
[ﾊﾛｳｨﾝ]ユッセ城	杖	6	平	1.17	1.17	1.14	3.48
[ﾊﾛｳｨﾝ]ユッセ城[改壱]	杖	7	平	1.22	1.22	1.19	3.63
高島城	鈴	4	平水	1.08	1.08	1.08	3.24
高島城[改壱]	鈴	5	平水	1.12	1.15	1.12	3.39
クロンボー城	鉄砲	6	平水	1.25	1.06	1.17	3.48
クロンボー城[改壱]	鉄砲	7	平水	1.30	1.11	1.22	3.63
小倉城	大砲	6	平水	1.11	1.18	1.19	3.48
小倉城[改壱]	大砲	7	平水	1.15	1.25	1.23	3.63
ｾｺﾞﾋﾞｱのｱﾙｶｻﾙ	杖	6	山	1.13	1.14	1.21	3.48
ｾｺﾞﾋﾞｱのｱﾙｶｻﾙ[改壱]	杖	7	山	1.17	1.21	1.25	3.63
津城	槌	5	平	1.16	1.10	1.10	3.36
津城[改壱]	槌	6	平	1.20	1.17	1.14	3.51
長門指月城	弓	6	平山水	1.11	1.21	1.16	3.48
長門指月城[改壱]	弓	7	平山水	1.18	1.25	1.20	3.63
錦城	法術	7	平	1.20	1.20	1.20	3.60
錦城[改壱]	法術	8	平	1.34	1.28	1.28	3.90
新宮城	法術	5	平山	1.10	1.16	1.10	3.36
新宮城[改壱]	法術	6	平山	1.15	1.21	1.15	3.51
リーズ城	弓	6	平水	1.18	1.18	1.12	3.48
リーズ城[改壱]	弓	7	平水	1.22	1.25	1.16	3.63
シャンボール城	槍	7	平水	1.22	1.27	1.11	3.60
シャンボール城[改壱]	槍	8	平水	1.32	1.37	1.21	3.90
ウォリック城	盾	6	平水	1.16	1.16	1.16	3.48
ウォリック城[改壱]	盾	7	平水	1.21	1.21	1.21	3.63
江戸氏館	弓	4	平	1.08	1.08	1.08	3.24
江戸氏館[改壱]	弓	5	平	1.15	1.12	1.12	3.39
湊城	鉄砲	3	平	1.02	0.98	1.12	3.12
湊城[改壱]	鉄砲	4	平	1.09	1.02	1.16	3.27
[正月]熊本城	刀	7	平山	1.23	1.26	1.11	3.60
[正月]熊本城[改壱]	刀	8	平山	1.31	1.34	1.25	3.90
[正月]信貴山城	大砲	6	山	1.21	1.18	1.09	3.48
[正月]信貴山城[改壱]	大砲	7	山	1.25	1.25	1.13	3.63
ﾌｫﾝﾃｰﾇﾌﾞﾛｰ宮殿	石弓	6	平山	1.21	1.16	1.11	3.48
ﾌｫﾝﾃｰﾇﾌﾞﾛｰ宮殿[改壱]	石弓	7	平山	1.25	1.23	1.15	3.63
水府城	歌舞	6	平山	1.14	1.15	1.19	3.48
水府城[改壱]	歌舞	7	平山	1.18	1.22	1.23	3.63
ペーナ宮殿	杖	6	山	1.15	1.21	1.12	3.48
ペーナ宮殿[改壱]	杖	7	山	1.20	1.26	1.17	3.63
鬼ノ城	歌舞	4	山	1.09	1.04	1.11	3.24
鬼ノ城[改壱]	歌舞	5	山	1.13	1.11	1.15	3.39
[節分]鬼ヶ城	槌	5	山	1.13	1.18	1.05	3.36
[節分]鬼ヶ城[改壱]	槌	6	山	1.17	1.25	1.09	3.51
ﾓﾝ･ｻﾝ=ﾐｯｼｪﾙ	歌舞	7	水	1.20	1.18	1.22	3.60
ﾓﾝ･ｻﾝ=ﾐｯｼｪﾙ[改壱]	歌舞	8	水	1.34	1.26	1.30	3.90
ｳｪｽﾄﾐﾝｽﾀｰ宮殿	鈴	6	平水	1.14	1.22	1.12	3.48
ｳｪｽﾄﾐﾝｽﾀｰ宮殿[改壱]	鈴	7	平水	1.18	1.29	1.16	3.63
洛陽城	拳	6	平水	1.17	1.19	1.12	3.48
洛陽城[改壱]	拳	7	平水	1.24	1.23	1.16	3.63
篠山城	弓	6	平山水	1.23	1.12	1.13	3.48
篠山城[改壱]	弓	7	平山水	1.28	1.17	1.18	3.63
天童城	鈴	5	山	1.14	1.06	1.16	3.36
天童城[改壱]	鈴	6	山	1.18	1.13	1.20	3.51
ｳﾞｪﾙｻｲﾕ宮殿	杖	7	平	1.25	1.13	1.22	3.60
城塞都市アビラ	槌	6	山	1.12	1.24	1.12	3.48
城塞都市アビラ[改壱]	槌	7	山	1.16	1.31	1.16	3.63
烏城	鈴	7	平	1.22	1.19	1.19	3.60
烏城[改壱]	鈴	8	平	1.30	1.33	1.27	3.90
鎌倉城	弓	7	山	1.21	1.16	1.23	3.60
品川台場	大砲	5	水	1.12	1.12	1.12	3.36
品川台場[改壱]	大砲	6	水	1.16	1.16	1.19	3.51
松代城	法術	6	平	1.16	1.12	1.20	3.48
松代城[改壱]	法術	7	平	1.21	1.17	1.25	3.63
ﾘﾝﾄﾞｽ･ｱｸﾛﾎﾟﾘｽ	杖	6	平山水	1.15	1.15	1.18	3.48
ﾘﾝﾄﾞｽ･ｱｸﾛﾎﾟﾘｽ[改壱]	杖	7	平山水	1.19	1.19	1.25	3.63
キャメロット城	刀	7	山	1.22	1.20	1.18	3.60
金亀城	大砲	7	平山	1.18	1.23	1.19	3.60
金亀城[改壱]	大砲	8	平山	1.26	1.37	1.27	3.90
邯鄲	拳	4	平	1.10	1.06	1.08	3.24
勝竜寺城	歌舞	6	平水	1.17	1.15	1.16	3.48
勝竜寺城[改壱]	歌舞	7	平水	1.21	1.22	1.20	3.63
ネスヴィジ城	杖	6	平水	1.16	1.19	1.13	3.48
ネスヴィジ城[改壱]	杖	7	平水	1.23	1.23	1.17	3.63
府内城	刀	6	平水	1.15	1.16	1.17	3.48
府内城[改壱]	刀	7	平水	1.20	1.21	1.22	3.63
スピシュ城	杖	5	平山	1.15	1.09	1.12	3.36
[端午]多賀城	石弓	6	平山	1.22	1.13	1.13	3.48
[端午]多賀城[改壱]	石弓	7	平山	1.27	1.18	1.18	3.63
ケルフィリー城	盾	6	平水	1.15	1.20	1.13	3.48
ケルフィリー城[改壱]	盾	7	平水	1.19	1.27	1.17	3.63
ペテルゴフ宮殿	槌	7	平水	1.21	1.24	1.15	3.60
郡上八幡城	槌	5	山	1.16	1.13	1.07	3.36
郡上八幡城[改壱]	槌	6	山	1.20	1.17	1.14	3.51
近江八幡城	歌舞	5	山	1.13	1.08	1.15	3.36
近江八幡城[改壱]	歌舞	6	山	1.17	1.15	1.19	3.51
兵庫城	大砲	6	平水	1.18	1.14	1.16	3.48
兵庫城[改壱]	大砲	7	平水	1.23	1.19	1.21	3.63
金華山城	槍	6	山	1.14	1.16	1.18	3.48
金華山城[改壱]	槍	7	山	1.18	1.23	1.22	3.63
高取城	法術	5	山	1.12	1.11	1.13	3.36
高取城[改壱]	法術	6	山	1.16	1.18	1.17	3.51
ロンドン塔	石弓	7	平	1.19	1.24	1.17	3.60
[花嫁衣装]ｱﾝﾎﾞﾜｰｽﾞ城	鈴	6	平水	1.17	1.14	1.17	3.48
カゼルタ宮殿	歌舞	6	平	1.14	1.18	1.16	3.48
カゼルタ宮殿[改壱]	歌舞	7	平	1.19	1.23	1.21	3.63
十河城	投剣	6	平	1.16	1.16	1.16	3.48
十河城[改壱]	投剣	7	平	1.20	1.23	1.20	3.63
高崎城	槍	4	平	1.08	1.11	1.05	3.24
ダノター城	弓	7	平山水	1.20	1.24	1.16	3.60
鉢形城	槌	6	平山	1.17	1.13	1.18	3.48
鉢形城[改壱]	槌	7	平山	1.21	1.20	1.22	3.63
二本松城	大砲	6	平山	1.14	1.20	1.14	3.48
二本松城[改壱]	大砲	7	平山	1.21	1.24	1.18	3.63
長谷堂城	歌舞	5	山	1.10	1.14	1.12	3.36
城塞都市ｱﾝﾍﾞｰﾙ	投剣	6	山	1.17	1.12	1.19	3.48
城塞都市ｱﾝﾍﾞｰﾙ[改壱]	投剣	7	山	1.21	1.16	1.26	3.63
秋田城	弓	5	平山	1.11	1.16	1.09	3.36
秋田城[改壱]	弓	6	平山	1.18	1.20	1.13	3.51
[夏]ｼｪｰﾝﾌﾞﾙﾝ宮殿	歌舞	7	平山	1.18	1.23	1.19	3.60
[夏]柳之御所	弓	6	平	1.17	1.20	1.11	3.48
[夏]古河城	石弓	5	平水	1.11	1.17	1.08	3.36
城塞都市トレド	投剣	6	平山水	1.17	1.19	1.12	3.48
城塞都市トレド[改壱]	投剣	7	平山水	1.22	1.24	1.17	3.63
岩村城	槍	5	山	1.09	1.13	1.14	3.36
岩村城[改壱]	槍	6	山	1.13	1.17	1.21	3.51
マルクスブルク城	盾	5	山	1.12	1.09	1.15	3.36
マルクスブルク城[改壱]	盾	6	山	1.16	1.13	1.22	3.51
佐土原城	槌	4	山	1.06	1.10	1.08	3.24
成都城	拳	7	平山	1.17	1.25	1.18	3.60
城塞都市アッシジ	杖	6	平山	1.14	1.19	1.15	3.48
城塞都市アッシジ[改壱]	杖	7	平山	1.18	1.26	1.19	3.63
川越城	鈴	6	平	1.18	1.18	1.12	3.48
川越城[改壱]	鈴	7	平	1.23	1.23	1.17	3.63
掛川城	石弓	6	平山	1.14	1.18	1.16	3.48
掛川城[改壱]	石弓	7	平山	1.21	1.22	1.20	3.63
麗江古城	拳	5	平	1.16	1.02	1.18	3.36
ウチヒサル城	杖	7	山	1.20	1.18	1.22	3.60
人吉城	刀	6	平山水	1.16	1.20	1.12	3.48
人吉城[改壱]	刀	7	平山水	1.20	1.27	1.16	3.63
上赤坂城	刀	5	山	1.08	1.18	1.10	3.36
上赤坂城[改壱]	刀	6	山	1.13	1.23	1.15	3.51
尼崎城	槌	4	平水	1.10	1.06	1.08	3.24
尼崎城[改壱]	槌	5	平水	1.14	1.13	1.12	3.39
チャンドラ・マハル	投剣	7	平	1.22	1.23	1.15	3.60
膳所城	槍	6	水	1.14	1.19	1.15	3.48
膳所城[改壱]	槍	7	水	1.18	1.26	1.19	3.63
松坂城	槍	5	平山	1.12	1.15	1.09	3.36
琉球御城	拳	7	平山	1.18	1.27	1.15	3.60
ﾓｰﾘｯﾂﾌﾞﾙｸ城	石弓	6	水	1.16	1.15	1.17	3.48
ﾓｰﾘｯﾂﾌﾞﾙｸ城[改壱]	石弓	7	水	1.23	1.19	1.21	3.63
[聖夜]ｻﾝﾀﾝｼﾞｪﾛ城	盾	6	平	1.17	1.13	1.18	3.48
伊勢長島城	歌舞	4	平水	1.07	1.10	1.07	3.24
伊勢長島城[改壱]	歌舞	5	平水	1.11	1.17	1.11	3.39
[正月]大坂城	歌舞	7	平	1.22	1.21	1.17	3.60
[正月]姫路城	鉄砲	7	平山	1.21	1.23	1.16	3.60
今帰仁城	拳	5	山	1.14	1.10	1.12	3.36
竜宮城	槍	7	水	1.17	1.25	1.18	3.60
米沢城	石弓	6	平	1.14	1.18	1.16	3.48
米沢城[改壱]	石弓	7	平	1.19	1.23	1.21	3.63
[ﾊﾞﾚﾝﾀｲﾝ]安土城	法術	7	平山水	1.18	1.23	1.19	3.60
エステンセ城	歌舞	6	平	1.17	1.19	1.12	3.48
百地丹波城	投剣	5	平山	1.10	1.16	1.10	3.36
木幡山伏見城	弓	7	平山	1.18	1.23	1.19	3.60
久能山城	祓串	6	山	1.14	1.18	1.16	3.48
芥川山城	法術	6	山	1.18	1.13	1.17	3.48
立花山城	歌舞	6	山	1.14	1.20	1.14	3.48
フレデリクスボー城	鈴	5	平水	1.12	1.14	1.10	3.36
館山城	刀	6	山	1.16	1.14	1.18	3.48
江戸城	刀	7	平	1.17	1.26	1.17	3.60
金鯱城	大砲	7	平	1.22	1.23	1.15	3.60
千代田城	槍	6	平	1.13	1.22	1.13	3.48
甘崎城	拳	5	水	1.11	1.16	1.09	3.36
虎臥城	槌	7	山	1.16	1.27	1.17	3.60
室町第	祓串	6	平水	1.17	1.20	1.11	3.48
ﾎｰｴﾝﾂｫﾚﾙﾝ城	杖	5	山	1.10	1.14	1.12	3.36
菖蒲城	刀	4	平水	1.12	1.06	1.06	3.24
菖蒲城[改壱]	刀	5	平水	1.19	1.10	1.10	3.39
小峯城	投剣	7	平山水	1.25	1.10	1.25	3.60
佐竹城	鉄砲	6	平山	1.14	1.18	1.16	3.48
龍岡城	大砲	5	平	1.10	1.13	1.13	3.36
